"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AFR","Africa","","TZA","United Republic of Tanzania","","FMLE","Female","","3.2 [1.5-5.4]","3.20000","1.50000","5.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AFR","Africa","","UGA","Uganda","","FMLE","Female","","4.8 [3.3-6.6]","4.80000","3.30000","6.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AFR","Africa","","UGA","Uganda","","FMLE","Female","","4.0 [2.8-5.2]","4.00000","2.80000","5.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AFR","Africa","","UGA","Uganda","","FMLE","Female","","3.4 [2.4-4.3]","3.40000","2.40000","4.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AFR","Africa","","UGA","Uganda","","FMLE","Female","","3.2 [2.2-4.3]","3.20000","2.20000","4.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AFR","Africa","","UGA","Uganda","","FMLE","Female","","2.9 [1.9-3.9]","2.90000","1.90000","3.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AFR","Africa","","UGA","Uganda","","FMLE","Female","","2.4 [1.5-3.6]","2.40000","1.50000","3.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AFR","Africa","","UGA","Uganda","","FMLE","Female","","2.1 [1.0-3.3]","2.10000","1.00000","3.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AFR","Africa","","ZAF","South Africa","","FMLE","Female","","12.5 [9.6-15.7]","12.50000","9.60000","15.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AFR","Africa","","ZAF","South Africa","","FMLE","Female","","10.0 [8.0-12.1]","10.00000","8.00000","12.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZAF","South Africa","","FMLE","Female","","8.0 [6.4-10.0]","8.00000","6.40000","10.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZAF","South Africa","","FMLE","Female","","7.4 [5.7-9.3]","7.40000","5.70000","9.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZAF","South Africa","","FMLE","Female","","6.5 [5.0-8.5]","6.50000","5.00000","8.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AFR","Africa","","ZAF","South Africa","","FMLE","Female","","5.2 [3.3-7.2]","5.20000","3.30000","7.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AFR","Africa","","ZAF","South Africa","","FMLE","Female","","4.2 [2.5-6.4]","4.20000","2.50000","6.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AFR","Africa","","ZMB","Zambia","","FMLE","Female","","6.1 [4.1-8.6]","6.10000","4.10000","8.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AFR","Africa","","ZMB","Zambia","","FMLE","Female","","5.5 [3.7-7.6]","5.50000","3.70000","7.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZMB","Zambia","","FMLE","Female","","5.0 [3.1-7.2]","5.00000","3.10000","7.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZMB","Zambia","","FMLE","Female","","4.8 [2.6-7.1]","4.80000","2.60000","7.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZMB","Zambia","","FMLE","Female","","4.6 [2.6-7.4]","4.60000","2.60000","7.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AFR","Africa","","ZMB","Zambia","","FMLE","Female","","4.2 [2.0-7.2]","4.20000","2.00000","7.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AFR","Africa","","ZMB","Zambia","","FMLE","Female","","3.9 [1.3-7.0]","3.90000","1.30000","7.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AFR","Africa","","ZWE","Zimbabwe","","MLE","Male","","33.5 [24.5-43.5]","33.50000","24.50000","43.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AFR","Africa","","ZWE","Zimbabwe","","MLE","Male","","32.5 [24.8-40.1]","32.50000","24.80000","40.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZWE","Zimbabwe","","MLE","Male","","31.8 [24.1-39.4]","31.80000","24.10000","39.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZWE","Zimbabwe","","MLE","Male","","31.5 [24.2-40.6]","31.50000","24.20000","40.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","MLE","Male","","31.2 [22.5-40.6]","31.20000","22.50000","40.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AFR","Africa","","ZWE","Zimbabwe","","MLE","Male","","30.6 [19.1-43.8]","30.60000","19.10000","43.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AFR","Africa","","ZWE","Zimbabwe","","MLE","Male","","30.3 [16.0-46.9]","30.30000","16.00000","46.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AFR","Africa","","ZWE","Zimbabwe","","FMLE","Female","","3.1 [1.9-4.3]","3.10000","1.90000","4.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AFR","Africa","","ZWE","Zimbabwe","","FMLE","Female","","2.7 [1.7-3.9]","2.70000","1.70000","3.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZWE","Zimbabwe","","FMLE","Female","","2.4 [1.4-3.4]","2.40000","1.40000","3.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZWE","Zimbabwe","","FMLE","Female","","2.3 [1.3-3.4]","2.30000","1.30000","3.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","FMLE","Female","","2.1 [1.1-3.1]","2.10000","1.10000","3.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AFR","Africa","","ZWE","Zimbabwe","","FMLE","Female","","1.9 [0.9-3.2]","1.90000","0.90000","3.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AFR","Africa","","ZWE","Zimbabwe","","FMLE","Female","","1.7 [0.5-2.9]","1.70000","0.50000","2.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","ARG","Argentina","","MLE","Male","","43.7 [31.8-53.5]","43.70000","31.80000","53.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","ARG","Argentina","","MLE","Male","","38.2 [31.0-45.9]","38.20000","31.00000","45.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","ARG","Argentina","","MLE","Male","","33.4 [27.9-39.5]","33.40000","27.90000","39.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","ARG","Argentina","","MLE","Male","","31.8 [26.5-38.8]","31.80000","26.50000","38.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","ARG","Argentina","","MLE","Male","","29.5 [23.4-36.7]","29.50000","23.40000","36.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","ARG","Argentina","","MLE","Male","","26.0 [18.7-34.1]","26.00000","18.70000","34.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","ARG","Argentina","","MLE","Male","","23.0 [15.0-31.6]","23.00000","15.00000","31.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","MLE","Male","","50.9 [33.7-73.4]","50.90000","33.70000","73.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","MLE","Male","","42.8 [27.5-63.5]","42.80000","27.50000","63.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","MLE","Male","","35.8 [19.8-55.5]","35.80000","19.80000","55.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","MLE","Male","","33.6 [18.0-53.5]","33.60000","18.00000","53.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","MLE","Male","","30.5 [14.7-50.6]","30.50000","14.70000","50.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","MLE","Male","","26.0 [11.0-46.0]","26.00000","11.00000","46.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","MLE","Male","","22.4 [7.0-42.1]","22.40000","7.00000","42.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","BRA","Brazil","","MLE","Male","","29.4 [22.2-37.3]","29.40000","22.20000","37.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","BRA","Brazil","","MLE","Male","","25.4 [20.4-30.3]","25.40000","20.40000","30.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BRA","Brazil","","MLE","Male","","22.2 [18.0-27.0]","22.20000","18.00000","27.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BRA","Brazil","","MLE","Male","","21.0 [15.8-25.4]","21.00000","15.80000","25.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","BRA","Brazil","","MLE","Male","","19.3 [14.6-24.4]","19.30000","14.60000","24.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","BRA","Brazil","","MLE","Male","","16.9 [11.4-23.1]","16.90000","11.40000","23.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","BRA","Brazil","","MLE","Male","","14.9 [8.8-22.0]","14.90000","8.80000","22.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","BRB","Barbados","","MLE","Male","","13.8 [8.1-19.4]","13.80000","8.10000","19.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","BRB","Barbados","","MLE","Male","","13.5 [9.3-18.5]","13.50000","9.30000","18.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BRB","Barbados","","MLE","Male","","13.2 [8.4-18.5]","13.20000","8.40000","18.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BRB","Barbados","","MLE","Male","","13.2 [8.2-19.2]","13.20000","8.20000","19.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","BRB","Barbados","","MLE","Male","","13.1 [7.1-19.7]","13.10000","7.10000","19.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","BRB","Barbados","","MLE","Male","","13.0 [5.7-21.6]","13.00000","5.70000","21.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","BRB","Barbados","","MLE","Male","","13.2 [4.6-24.5]","13.20000","4.60000","24.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","CHL","Chile","","MLE","Male","","49.9 [36.6-63.6]","49.90000","36.60000","63.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","CHL","Chile","","MLE","Male","","46.2 [34.8-57.4]","46.20000","34.80000","57.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CHL","Chile","","MLE","Male","","42.8 [32.4-54.5]","42.80000","32.40000","54.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CHL","Chile","","MLE","Male","","41.7 [31.9-55.8]","41.70000","31.90000","55.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","CHL","Chile","","MLE","Male","","40.0 [28.1-53.3]","40.00000","28.10000","53.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","CHL","Chile","","MLE","Male","","37.6 [24.3-53.9]","37.60000","24.30000","53.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","CHL","Chile","","MLE","Male","","35.2 [18.8-53.1]","35.20000","18.80000","53.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","COL","Colombia","","MLE","Male","","24.5 [10.8-42.4]","24.50000","10.80000","42.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","COL","Colombia","","MLE","Male","","21.1 [10.2-35.8]","21.10000","10.20000","35.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","COL","Colombia","","MLE","Male","","18.3 [8.8-30.6]","18.30000","8.80000","30.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","COL","Colombia","","MLE","Male","","17.2 [8.0-29.1]","17.20000","8.00000","29.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","COL","Colombia","","MLE","Male","","16.0 [7.3-27.6]","16.00000","7.30000","27.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","COL","Colombia","","MLE","Male","","14.0 [5.1-24.5]","14.00000","5.10000","24.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","COL","Colombia","","MLE","Male","","12.4 [4.2-24.4]","12.40000","4.20000","24.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","27.5 [18.1-40.2]","27.50000","18.10000","40.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","23.7 [16.1-33.6]","23.70000","16.10000","33.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","20.9 [12.2-29.4]","20.90000","12.20000","29.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","19.8 [11.1-29.7]","19.80000","11.10000","29.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","18.5 [10.2-29.2]","18.50000","10.20000","29.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","16.5 [6.6-27.8]","16.50000","6.60000","27.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","14.8 [4.3-27.8]","14.80000","4.30000","27.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","CUB","Cuba","","MLE","Male","","54.7 [33.2-77.6]","54.70000","33.20000","77.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","CUB","Cuba","","MLE","Male","","54.0 [34.3-80.9]","54.00000","34.30000","80.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CUB","Cuba","","MLE","Male","","53.2 [28.0-85.1]","53.20000","28.00000","85.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CUB","Cuba","","MLE","Male","","53.2 [25.7-86.2]","53.20000","25.70000","86.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","CUB","Cuba","","MLE","Male","","52.7 [23.7-91.0]","52.70000","23.70000","91.00000","","",""
